Id,Stars,Ratings,Reviews,current_price,MRP,channel,Operating_system,Picture_quality,Speaker,Frequency
SAMSUNG_102,4.0,0,0,14990,23484,HD Ready 1366 x 768 Pixels,10 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 1 x USB,A+ Panel
Candes_003,4.0,0,0,14599,29990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate
Compaq_005,3.9,0,0,26999,45999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
Bush_003,0.0,0,0,14999,16999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate
LG_005,4.5,801,121,39999,59990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
kinger_020,0.0,0,0,12999,22490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1366x775 Pixels,24W x 9 Speaker Output,60 Hz Refresh Rate
RGL_002,4.0,2068,328,9490,12990,Operating System: HomeOS,Full HD 1920 x 1080 Pixels,16 W Speaker Output,50 Hz Refresh Rate,2 x HDMI | 2 x USB
LG_023,0.0,0,0,499990,499990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,100 Hz Refresh Rate
Bush_001,4.1,0,0,6499,8999,HD Ready 1366 x 768 Pixels,16 W Speaker Output,100 Hz Refresh Rate,1 x HDMI | 1 x USB,A+ Panel
SAMSUNG_050,3.0,0,0,204900,204900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate
LG_014,4.1,0,0,146300,269990,Ultra HD (4K) 3840 x 2160 Pixels,60W Speaker Output,120 Hz Refresh Rate,4 x HDMI | 3 x USB,1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module
KODAK_002,4.4,31763,7301,17999,20999,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,24 W Speaker Output,60 Hz Refresh Rate
MarQ_001,4.2,6251,764,8999,19999,HD Ready 1366 X 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty on Product
LG_078,4.2,0,0,39990,59490,Ultra HD (4K) 3840 x 2160 Pixels,20W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 1 x USB,1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module
MOTOROLA_007,4.4,9687,1532,14999,20000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,24 W Speaker Output,60 Hz Refresh Rate
Croma_009,0.0,0,0,18990,30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate
Haier_002,0.0,0,0,19499,31590,Full HD 1366 x 768 Pixels,20W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,2 YEAR
Thomson_017,4.1,8625,2685,16999,16999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_063,0.0,0,0,50990,64900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
kinger_022,0.0,0,0,12999,22490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1366x780 Pixels,24W x 14 Speaker Output,60 Hz Refresh Rate
kinger_030,0.0,0,0,12999,22490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1366x771 Pixels,24W x 5 Speaker Output,60 Hz Refresh Rate
Hyundai_010,3.3,0,0,25999,57990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,16 W Speaker Output,60 Hz Refresh Rate
SONY_031,0.0,0,0,122000,199990,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,120 Hz Refresh Rate,4 x HDMI | 2 x USB,1 Year Manufacturer Warranty
SAMSUNG_006,4.4,7341,883,35999,47900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) Crystal 4K FE UHD (3840 x 2160) Pixels,20 W Speaker Output,50 Hz Refresh Rate
Thomson_018,4.4,67598,14655,20000,25999,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,24 W Speaker Output,60 Hz Refresh Rate
Panasonic_007,4.4,0,0,41999,84900,Netflix|Prime Video|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate
LG_079,4.4,0,0,199999,349990,Netflix|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,50 Hz Refresh Rate
SAMSUNG_059,5.0,0,0,154900,154900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate
Hisense_002,4.4,0,0,31999,54990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_041,0.0,0,0,198599,219900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,200 Hz Refresh Rate
Yuwa_008,0.0,0,0,7899,13799,HD Ready 1366*768 Pixels,20 WATT Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,LED
Lloyd_003,4.4,0,0,44999,84990,Netflix|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,50 Hz Refresh Rate
SAMSUNG_078,4.5,0,0,104900,104900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate
MarQ_006,4.4,0,0,64999,94499,Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
SONY_009,4.6,0,0,53999,66900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate
kinger_017,0.0,0,0,12999,22490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1366x803 Pixels,24W x 37 Speaker Output,60 Hz Refresh Rate
SAMSUNG_043,3.9,0,0,241900,241900,Operating System: Tizen,Ultra HD (4K) 3840x2160 Pixels,40 W Speaker Output,4 x HDMI | 3 x USB,1 Year Manufaturer Warranty
MarQ_002,4.2,6251,764,6999,14999,HD Ready 1366 X 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty on Product
KODAK_004,4.6,597,160,32999,46499,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate
Mi_013,4.4,57944,6362,28999,28999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Vu_004,4.2,5635,632,22999,35000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920x1080 Pixels,30W Speaker Output,60 Hz Refresh Rate
CORNEA_002,0.0,0,0,228999,299999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate
Hyundai_008,0.0,0,0,23990,46490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920 x 1080 Pixels,16 W Speaker Output,60 Hz Refresh Rate
KODAK_003,4.4,31763,7301,20499,27999,Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,30 W Speaker Output,60 Hz Refresh Rate
Candes_005,4.0,0,0,17999,38490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate
TCL_017,5.0,0,0,109990,239990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,50 W Speaker Output,120 Hz Refresh Rate
SONY_013,0.0,0,0,77390,109900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Haier_008,0.0,0,0,64646,106990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Mi_011,0.0,0,0,18499,18999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_099,3.8,0,0,25900,25900,HD Ready 1366 x 768 Pixels,10 W Speaker Output,50 Hz Refresh Rate,2 x HDMI | 1 x USB,1 Year Comprehensive Warranty and 1 Year Additional Warranty on Panel
kinger_014,0.0,0,0,12999,22490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1366x805 Pixels,24W x 39 Speaker Output,60 Hz Refresh Rate
iFFALCON_007,4.8,0,0,23999,44900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Adsun_014,0.0,0,0,8999,29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
LG_075,4.5,0,0,67990,67990,Netflix|Youtube,Operating System: WebOS,Full HD 1920 x 1080 Pixels,20 W Speaker Output,50 Hz Refresh Rate
SONY_006,4.7,0,0,97900,179900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate
Akai_001,0.0,0,0,9489,15990,HD Ready 1366*768 Pixels,10*2 Speaker Output,60 Hz Refresh Rate,1 x HDMI | 2 x USB,1 Year Comprehensive Warranty
Xiaomi_004,4.7,263,0,89999,199999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate
OnePlus_006,4.4,8883,989,40990,49999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate
LG_039,5.0,0,0,356990,356990,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate,4 x HDMI | 3 x USB
LG_061,4.3,0,0,64990,102990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate
MarQ_003,4.3,5279,988,28999,34999,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840x2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
kinger_016,0.0,0,0,12999,22490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1366x811 Pixels,24W x 45 Speaker Output,60 Hz Refresh Rate
SAMSUNG_066,3.9,0,0,62900,62900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Full HD 1920 x 1080 Pixels,20 w Speaker Output,100 Hz Refresh Rate
Croma_003,3.9,0,0,18990,30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate
KODAK_013,0.0,0,0,29999,33999,Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
Hisense_003,4.3,913,147,27990,36990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
kinger_004,0.0,0,0,12999,22490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1366x796 Pixels,24W x 30 Speaker Output,60 Hz Refresh Rate
iMEE_001,0.0,0,0,9899,18999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,50 Hz Refresh Rate
Mi_005,4.3,40871,3658,35999,41999,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_070,4.3,0,0,69500,69500,Full HD 1920 x 1080 Pixels,20 w Speaker Output,100 Hz Refresh Rate,2 x HDMI | 2 x USB,A+
iFFALCON_011,4.2,0,0,149999,239999,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,120 Hz Refresh Rate
LG_082,3.7,0,0,35670,44990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Full HD 1920 x 1080 Pixels,20 W Speaker Output,50 Hz Refresh Rate
MOTOROLA_021,4.3,20879,3410,32999,47999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840횞2160 Pixels,44 W Speaker Output,60 Hz Refresh Rate
Adsun_018,3.8,6575,904,6199,12999,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,1 x HDMI | 2 x USB,A+ Grade
Thomson_013,4.4,22022,5952,27999,37999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate
Thomson_007,4.4,4207,868,33999,46999,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate
Dyanora_002,0.0,0,0,7299,12499,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
SONY_008,4.7,1424,290,62999,84900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate
SONY_024,0.0,0,0,77500,99900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Lloyd_005,0.0,0,0,18290,29990,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 + 1 Year Warranty
Compaq_001,4.4,0,0,14499,21999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,24 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_004,4.3,6698,705,49990,69900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
MarQ_007,4.1,6767,896,23999,28999,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate
SONY_034,4.4,1558,228,22999,27990,Netflix|Prime Video|Youtube,Operating System: Linux based,HD Ready 1366 x 768 Pixels,30 W Speaker Output,50 Hz Refresh Rate
SAMSUNG_085,4.8,0,0,145900,145900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate
Thomson_016,4.1,7953,2017,29999,49999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
iMEE_004,0.0,0,0,17399,29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,24 W Speaker Output,50 Hz Refresh Rate
LG_064,3.6,12,4,189990,379990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (8K) 7680 x 4320 Pixels,40W Speaker Output,200 Hz Refresh Rate
LG_041,0.0,0,0,141520,166990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate
iMEE_005,0.0,0,0,19399,29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,24 W Speaker Output,50 Hz Refresh Rate
Adsun_002,3.8,6742,930,8999,29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
MarQ_004,4.1,6765,896,16999,19999,Netflix|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Blaupunkt_006,4.6,3380,928,55999,75999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate
iFFALCON_002,4.3,15277,2435,18999,36990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate
JVC_005,0.0,0,0,15990,18890,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,12W x 2 Speaker Output,60 Hz Refresh Rate
Haier_005,4.1,0,0,17990,22990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
iFFALCON_001,4.3,18688,2568,33999,70990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
Micromax_002,4.0,2677,763,91990,91990,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 3 x USB,1 Year Warranty
Vu_015,4.4,2879,411,59999,100000,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,100 W Speaker Output,60 Hz Refresh Rate
LG_042,4.7,0,0,60990,91990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate
MOTOROLA_014,4.3,20879,3410,33999,46999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
Croma_013,5.0,0,0,16990,25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: FireTv OS 6,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate
SAMSUNG_087,2.8,0,0,145900,145900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Coocaa_005,4.2,14827,2328,39999,39999,Prime Video|Disney+Hotstar|Youtube,Operating System: Coolita,Full HD 1920 x 1080 Pixels,30 W Speaker Output,60 Hz Refresh Rate
LG_003,4.4,7541,658,29999,40990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Full HD 1920 x 1080 Pixels,20 W Speaker Output,50 Hz Refresh Rate
LG_031,4.3,0,0,64999,93990,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 1 x USB
Mi_014,4.4,19383,1738,41250,42350,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Onix_003,0.0,0,0,17999,19790,Netflix|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,16 W Speaker Output,60 Hz Refresh Rate
PHILIPS_003,4.5,0,0,19659,22990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,10 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_018,4.5,0,0,84990,119900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate
LG_018,3.7,0,0,99999,189990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,3 x HDMI | 2 x USB
LG_072,4.0,0,0,35999,47990,Operating System: Linux,Full HD 1920 x 1080 Pixels,20 W Speaker Output,50 Hz Refresh Rate,2 x HDMI | 1 x USB
Micromax_006,4.1,0,0,49999,69990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate
SONY_023,3.6,0,0,109999,164900,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4 x HDMI | 3 x USB,1 Year Warranty
Compaq_002,4.4,0,0,31999,54999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
TCL_024,4.5,0,0,89999,179990,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,16 W Speaker Output,60 Hz Refresh Rate,3 x HDMI | 2 x USB
LG_019,3.7,0,0,74990,169990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,3 x HDMI | 2 x USB
Oxygen_002,0.0,0,0,39990,52990,Netflix|Prime Video|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Yuwa_002,1.8,0,0,8449,20999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Adsun_017,3.8,6575,904,8999,29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
LG_017,4.3,865,123,22990,24990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,HD Ready 1366 x 768 Pixels,20 W Speaker Output,50 Hz Refresh Rate
Hisense_008,4.2,3884,735,17499,17990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Adsun_008,3.8,6742,930,6199,12999,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,1 x HDMI | 2 x USB,A+ Grade
KODAK_001,4.1,14221,2269,8990,15999,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,A+ Grade
SONY_005,4.6,4341,738,23999,29900,Netflix|Prime Video|Youtube,Operating System: Linux based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,50 Hz Refresh Rate
SONY_002,4.7,621,131,46999,66900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
IMPEX_002,0.0,0,0,49679,49690,Full HD 1920 x 1080 Pixels,16 W Speaker Output,50 Hz Refresh Rate,2 x HDMI | 2 x USB,3 Years Warranty on Product
TCL_023,4.0,0,0,79999,149900,Operating System: Android Based,Ultra HD (4K) 3840 x 2160 Pixels,16 W Speaker Output,60 Hz Refresh Rate,3 x HDMI | 2 x USB
JVC_004,4.1,789,165,16990,21000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,8W X 2 W Speaker Output,60 Hz Refresh Rate
TCL_002,4.3,0,0,15990,29990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Croma_008,4.0,0,0,34990,60000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: FireTv OS 6,Ultra HD (4K) 3840 x 2160 Pixels,40 Speaker Output,60 Hz Refresh Rate
SAMSUNG_012,0.0,0,0,15230,16400,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 1 x USB,1 Year Comprehensive Warranty and 1 Year Additional on Panel
SAMSUNG_026,3.0,0,0,57980,79400,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_009,4.3,6717,707,81990,116900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Vu_019,4.2,0,0,259999,350000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,50 W Speaker Output,120 Hz Refresh Rate
Croma_007,0.0,0,0,27990,50000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
kinger_028,0.0,0,0,12999,22490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1366x781 Pixels,24W x 15 Speaker Output,60 Hz Refresh Rate
HUIDI_001,4.0,4864,558,9299,15599,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
LG_066,0.0,0,0,170400,299990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40W x 2 Speaker Output,120 Hz Refresh Rate
Yuwa_003,3.5,0,0,5999,10192,HD Ready 1366*768 Pixels,20 WATT Speaker Output,60 Hz Refresh Rate,1 x HDMI | 1 x USB,LED
MOTOROLA_004,4.4,9687,1532,26999,39999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,40 W Speaker Output,60 Hz Refresh Rate
Sansui_006,4.3,0,0,34999,34999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
KODAK_010,4.5,17459,5305,99999,149999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate
Sansui_012,4.3,2207,321,6999,9999,HD Ready 1366 x 768 Pixels,16 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,A+ Grade Panel
